group_window_id,video_id,context,window_start_sec,window_end_sec,active_tracks,mean_distance_5s_px,median_distance_5s_px,mean_distance_last_1s_px,mean_speed_px_s,mean_immobile_ratio,mean_y_norm,std_y_norm_between_tracks,mean_x_norm,std_x_norm_between_tracks
V3_FEEDING:GW000095000,V3_FEEDING,FEEDING,95.0,100.0,4,227.37926529354147,222.07102605450297,61.7626918883542,45.543116836558575,0.2834507042253521,0.6084448225778855,0.2278462128859102,0.5687558676604624,0.23294662878684624
V3_FEEDING:GW000096000,V3_FEEDING,FEEDING,96.0,101.0,4,263.429213579184,285.54361241990415,86.9415500901836,53.137982000567455,0.26418439716312053,0.6137166942089376,0.21325162955007898,0.5742605404954562,0.2245977447050047
V3_FEEDING:GW000097000,V3_FEEDING,FEEDING,97.0,102.0,4,269.35002316398106,293.84326517580774,53.96372594058799,53.94968428211986,0.2693661971830986,0.7477365462652175,0.09954646200310949,0.566427100809304,0.2081091503484859
V3_FEEDING:GW000098000,V3_FEEDING,FEEDING,98.0,103.0,3,272.7838888856228,313.96401796979814,56.4365542757317,55.02497304951269,0.2978723404255319,0.7899072743357628,0.036110340640540695,0.6163400436790897,0.1710831099283653
V3_FEEDING:GW000099000,V3_FEEDING,FEEDING,99.0,104.0,3,302.72735669970734,377.58682552006354,60.284587817398524,61.065060373620376,0.2695035460992908,0.7766500046928537,0.05170684284835409,0.5943114893817006,0.1582796229795593
V3_FEEDING:GW000100000,V3_FEEDING,FEEDING,100.0,105.0,3,300.88588493785113,402.8555892210174,39.708424365794066,60.69360539333692,0.2789598108747045,0.7653996712351816,0.06330936377480839,0.571574715381497,0.14980470060653234
V3_FEEDING:GW000101000,V3_FEEDING,FEEDING,101.0,106.0,4,287.28848302604683,286.94548055715916,81.09156767151812,57.95078697837578,0.2695035460992908,0.7250194252936494,0.06475436885778732,0.7006757545848967,0.11317094542165496
V3_FEEDING:GW000102000,V3_FEEDING,FEEDING,102.0,107.0,3,340.44317842876836,336.3827223950994,78.13559984299977,68.67295863572137,0.2127659574468085,0.7240094366207929,0.08017403616626562,0.6720621391641141,0.1512436712217522
V3_FEEDING:GW000103000,V3_FEEDING,FEEDING,103.0,108.0,3,310.92476217767285,288.4354025658854,38.131923642595616,62.71861116558173,0.25295508274231676,0.7290521432909421,0.09521414404078794,0.6601714712633213,0.1733014204497714
V3_FEEDING:GW000104000,V3_FEEDING,FEEDING,104.0,109.0,4,269.7944277869112,247.37877087186598,50.4833888735224,54.03869667134836,0.27992957746478875,0.667876854587546,0.1503822757281006,0.7047779308749245,0.18957218105396964
V3_FEEDING:GW000105000,V3_FEEDING,FEEDING,105.0,110.0,2,382.79162353693334,382.79162353693334,94.66221479680948,77.21533282169355,0.23049645390070922,0.8335177390228414,0.0013775026294546855,0.5654025719829009,0.22354893946731602
V3_FEEDING:GW000106000,V3_FEEDING,FEEDING,106.0,111.0,2,337.58299784213244,337.58299784213244,54.200029954549436,67.6164640294343,0.2323943661971831,0.8520973256695799,0.012442701068513695,0.5536629718083601,0.2501492572414291
V3_FEEDING:GW000107000,V3_FEEDING,FEEDING,107.0,112.0,2,318.0043628652593,318.0043628652593,65.85055221012098,64.14668244437834,0.25886524822695034,0.8576527880950713,0.01568220579568208,0.5520268650961593,0.274064819997465
V3_FEEDING:GW000108000,V3_FEEDING,FEEDING,108.0,113.0,3,405.25293152921887,326.5952794807279,119.17973686341952,81.74614610389106,0.19621749408983455,0.809285133433454,0.07268176069852923,0.614568032932953,0.2572724928103743
V3_FEEDING:GW000109000,V3_FEEDING,FEEDING,109.0,114.0,2,364.5303021777256,364.5303021777256,107.0773568238798,73.53172555388926,0.23404255319148937,0.8621935045215445,0.01713984225277615,0.5619845508899487,0.31097275495109417
V3_FEEDING:GW000110000,V3_FEEDING,FEEDING,110.0,115.0,2,388.4179082026102,388.4179082026102,117.56509245250386,78.35024648306384,0.25886524822695034,0.8618797446640445,0.013976208480870778,0.5900567047612768,0.30089426951509124
V3_FEEDING:GW000111000,V3_FEEDING,FEEDING,111.0,116.0,2,546.1985876860402,546.1985876860402,207.39198998894653,110.17719077869907,0.2517730496453901,0.8279033398404367,0.015642280813673803,0.6276731682285457,0.27518092748564743
V3_FEEDING:GW000112000,V3_FEEDING,FEEDING,112.0,117.0,1,245.51688815229724,245.51688815229724,131.71565487875134,49.52477292178135,0.3475177304964539,0.8369228266774208,0.0,0.8988906856993554,0.0
V3_FEEDING:GW000113000,V3_FEEDING,FEEDING,113.0,118.0,1,330.3914530949657,330.3914530949657,107.95545457171151,66.17602766320543,0.2887323943661972,0.8245625260270837,0.0,0.878534943407232,0.0
V3_FEEDING:GW000114000,V3_FEEDING,FEEDING,114.0,119.0,1,359.8539190799837,359.8539190799837,43.069910757577,72.58842257887426,0.2127659574468085,0.8147741631163117,0.0,0.8497813582420349,0.0
V4_BREEDING:GW000000000,V4_BREEDING,BREEDING_PARENTAL_CARE,0.0,5.0,1,43.26354988366806,43.26354988366806,8.294692953657892,8.673413542099006,0.8111888111888111,0.4246803889671961,0.0,0.5948210365242428,0.0
V4_BREEDING:GW000001000,V4_BREEDING,BREEDING_PARENTAL_CARE,1.0,6.0,1,50.2120261873949,50.2120261873949,10.53267920254715,10.066433963024961,0.7692307692307693,0.4236273481890007,0.0,0.5965257290336822,0.0
V4_BREEDING:GW000002000,V4_BREEDING,BREEDING_PARENTAL_CARE,2.0,7.0,1,80.52731691618234,80.52731691618234,33.10354813974308,16.257689482754756,0.6267605633802817,0.4239815635281008,0.0,0.5968387872189076,0.0
V4_BREEDING:GW000003000,V4_BREEDING,BREEDING_PARENTAL_CARE,3.0,8.0,1,87.72130454892074,87.72130454892074,22.262295855402293,17.710086278708793,0.6267605633802817,0.4257095476964137,0.0,0.5952656984329223,0.0
V4_BREEDING:GW000004000,V4_BREEDING,BREEDING_PARENTAL_CARE,4.0,9.0,1,85.39836007036546,85.39836007036546,7.868563804745894,17.12053899180766,0.6643356643356644,0.4284307816514262,0.0,0.5933353339632352,0.0
V4_BREEDING:GW000005000,V4_BREEDING,BREEDING_PARENTAL_CARE,5.0,10.0,1,81.86449846607098,81.86449846607098,6.574297662274931,16.527653555229527,0.6901408450704225,0.43128113224234055,0.0,0.5915522548702213,0.0
V4_BREEDING:GW000006000,V4_BREEDING,BREEDING_PARENTAL_CARE,6.0,11.0,1,80.43578784116387,80.43578784116387,9.894206004397862,16.239210644302446,0.704225352112676,0.43395580022762975,0.0,0.5900959149940864,0.0
V4_BREEDING:GW000007000,V4_BREEDING,BREEDING_PARENTAL_CARE,7.0,12.0,1,68.09530797665528,68.09530797665528,19.46331420757388,13.651648280047441,0.7272727272727273,0.43342064398306385,0.0,0.5919836661881871,0.0
V4_BREEDING:GW000008000,V4_BREEDING,BREEDING_PARENTAL_CARE,8.0,13.0,1,84.33014809536154,84.33014809536154,37.427531424356495,17.02544446123964,0.6338028169014085,0.42935621332733226,0.0,0.5981505680751134,0.0
V4_BREEDING:GW000009000,V4_BREEDING,BREEDING_PARENTAL_CARE,9.0,14.0,1,259.2287622108856,259.2287622108856,179.52275994245554,52.335789672591474,0.4507042253521127,0.4249763455424275,0.0,0.6166603987033551,0.0
V4_BREEDING:GW000015000,V4_BREEDING,BREEDING_PARENTAL_CARE,15.0,20.0,1,218.11697616993817,218.11697616993817,43.182543160030605,44.03571614312245,0.22535211267605634,0.7628335481479174,0.0,0.7983035402698118,0.0
V4_BREEDING:GW000016000,V4_BREEDING,BREEDING_PARENTAL_CARE,16.0,21.0,1,206.8904656689822,206.8904656689822,32.20189026199224,41.47709957896707,0.23776223776223776,0.7671248204178281,0.0,0.8187153591050041,0.0
V4_BREEDING:GW000017000,V4_BREEDING,BREEDING_PARENTAL_CARE,17.0,22.0,1,210.5954175588949,210.5954175588949,60.09001806968612,42.5171859224774,0.2605633802816901,0.7637288840500623,0.0,0.8352817306985386,0.0
V4_BREEDING:GW000018000,V4_BREEDING,BREEDING_PARENTAL_CARE,18.0,23.0,1,311.49160646378084,311.49160646378084,146.28905781791707,62.887154425418565,0.2112676056338028,0.7360890082823924,0.0,0.8422096382487904,0.0
V4_BREEDING:GW000019000,V4_BREEDING,BREEDING_PARENTAL_CARE,19.0,24.0,1,396.20883556639274,396.20883556639274,104.79097687400863,79.43137096103365,0.13286713286713286,0.6815914884761527,0.0,0.8380168154835701,0.0
V4_BREEDING:GW000020000,V4_BREEDING,BREEDING_PARENTAL_CARE,20.0,25.0,1,495.44304357160024,495.44304357160024,135.26012474315849,100.02517738374266,0.07746478873239436,0.6111890871763784,0.0,0.8145171395548573,0.0
V4_BREEDING:GW000021000,V4_BREEDING,BREEDING_PARENTAL_CARE,21.0,26.0,1,536.5020343548981,536.5020343548981,67.43607175226852,108.31459205932352,0.08450704225352113,0.5341071785746754,0.0,0.7740774368072724,0.0
V4_BREEDING:GW000022000,V4_BREEDING,BREEDING_PARENTAL_CARE,22.0,27.0,1,485.9759566650023,485.9759566650023,11.652399343077859,97.42775280823464,0.2097902097902098,0.4665353610559746,0.0,0.7338798271285163,0.0
V4_BREEDING:GW000023000,V4_BREEDING,BREEDING_PARENTAL_CARE,23.0,28.0,1,363.7540342948576,363.7540342948576,29.13260047774739,73.43843510669247,0.29577464788732394,0.4198668069772787,0.0,0.696207253749554,0.0
V4_BREEDING:GW000024000,V4_BREEDING,BREEDING_PARENTAL_CARE,24.0,29.0,1,263.167170961612,263.167170961612,10.216293420551802,53.13091645661347,0.45774647887323944,0.4011601771508063,0.0,0.6624598723191483,0.0
V4_BREEDING:GW000025000,V4_BREEDING,BREEDING_PARENTAL_CARE,25.0,30.0,1,127.61274471051223,127.61274471051223,5.511097824992201,25.583617412181294,0.6433566433566433,0.39949443130581463,0.0,0.6442004341218206,0.0
V4_BREEDING:GW000026000,V4_BREEDING,BREEDING_PARENTAL_CARE,26.0,31.0,1,81.33261554030389,81.33261554030389,21.91397635836437,16.420271516693393,0.676056338028169,0.40233920215170976,0.0,0.6402268513099296,0.0
V4_BREEDING:GW000027000,V4_BREEDING,BREEDING_PARENTAL_CARE,27.0,32.0,1,85.51702220966214,85.51702220966214,15.08043656814424,17.265062910535633,0.6197183098591549,0.40604902858778585,0.0,0.6358028070076361,0.0
V4_BREEDING:GW000028000,V4_BREEDING,BREEDING_PARENTAL_CARE,28.0,33.0,1,64.04517226560569,64.04517226560569,9.349063733369071,12.839682964718124,0.7062937062937062,0.40960647563139596,0.0,0.6299870236052407,0.0
V4_BREEDING:GW000029000,V4_BREEDING,BREEDING_PARENTAL_CARE,29.0,34.0,1,67.87372126017974,67.87372126017974,14.71542206642771,13.703050424933554,0.6619718309859155,0.41319812828010616,0.0,0.6263437514538532,0.0
V4_BREEDING:GW000071000,V4_BREEDING,BREEDING_PARENTAL_CARE,71.0,76.0,1,26.616632477480294,26.616632477480294,5.198201340832105,5.373641671755702,0.9507042253521126,0.4369133540244647,0.0,0.5942993244091113,0.0
V4_BREEDING:GW000072000,V4_BREEDING,BREEDING_PARENTAL_CARE,72.0,77.0,1,27.194684410383644,27.194684410383644,6.226812214537564,5.4903447880389,0.9436619718309859,0.43714281128836674,0.0,0.5948069637471979,0.0
V4_BREEDING:GW000073000,V4_BREEDING,BREEDING_PARENTAL_CARE,73.0,78.0,1,30.69886164605957,30.69886164605957,7.003742035836307,6.154463122973332,0.9230769230769231,0.43725707784846973,0.0,0.5953541518913376,0.0
V4_BREEDING:GW000074000,V4_BREEDING,BREEDING_PARENTAL_CARE,74.0,79.0,1,30.03216633757597,30.03216633757597,5.492891464867473,6.06320505275188,0.9366197183098591,0.436910857131709,0.0,0.5957013572012628,0.0
V4_BREEDING:GW000075000,V4_BREEDING,BREEDING_PARENTAL_CARE,75.0,80.0,1,29.321253134450487,29.321253134450487,4.875660158564778,5.919678526000213,0.9436619718309859,0.4363941478284644,0.0,0.5957576371573069,0.0
V4_BREEDING:GW000076000,V4_BREEDING,BREEDING_PARENTAL_CARE,76.0,81.0,1,26.8622441880776,26.8622441880776,2.8720813557004408,5.385303636398841,0.951048951048951,0.435856807452661,0.0,0.595726159049405,0.0
V4_BREEDING:GW000077000,V4_BREEDING,BREEDING_PARENTAL_CARE,77.0,82.0,1,24.258517804691298,24.258517804691298,3.75320223796443,4.89756103746818,0.9647887323943662,0.435085669764272,0.0,0.5952664687083318,0.0
V4_BREEDING:GW000078000,V4_BREEDING,BREEDING_PARENTAL_CARE,78.0,83.0,1,22.263224424744514,22.263224424744514,5.235270555303646,4.494730526774153,0.9859154929577465,0.4345103018211596,0.0,0.5946572062018867,0.0
V4_BREEDING:GW000079000,V4_BREEDING,BREEDING_PARENTAL_CARE,79.0,84.0,1,21.74392694556643,21.74392694556643,4.7046390856956135,4.3591908416022775,0.9790209790209791,0.4343557245201535,0.0,0.5942045663793881,0.0
V4_BREEDING:GW000080000,V4_BREEDING,BREEDING_PARENTAL_CARE,80.0,85.0,1,21.95264427814111,21.95264427814111,5.061428272389456,4.432027387313585,0.9788732394366197,0.43462802946984347,0.0,0.5937656570981432,0.0
V4_BREEDING:GW000081000,V4_BREEDING,BREEDING_PARENTAL_CARE,81.0,86.0,1,22.527203011412233,22.527203011412233,3.342557065681307,4.548025260244719,0.9788732394366197,0.43495316305360593,0.0,0.5934854804219066,0.0
