group_window_id,video_id,context,window_start_sec,window_end_sec,active_tracks,mean_distance_5s_px,median_distance_5s_px,mean_distance_last_1s_px,mean_speed_px_s,mean_immobile_ratio,mean_y_norm,std_y_norm_between_tracks,mean_x_norm,std_x_norm_between_tracks
V3_FEEDING:GW000016000,V3_FEEDING,FEEDING,16.0,21.0,1,571.3521759829601,571.3521759829601,84.8880723969149,115.25108104322565,0.0851063829787234,0.8145464729815022,0.0,0.33376723406180525,0.0
V3_FEEDING:GW000017000,V3_FEEDING,FEEDING,17.0,22.0,2,602.6034654930654,602.6034654930654,167.32401479784642,121.5549773989855,0.08865248226950354,0.5546110586381294,0.28164535900796517,0.5369697968934624,0.1377326033274893
V3_FEEDING:GW000018000,V3_FEEDING,FEEDING,18.0,23.0,1,601.8838534780236,601.8838534780236,66.66843732349906,120.55482115134893,0.1267605633802817,0.8252184612211925,0.0,0.47442733624598354,0.0
V3_FEEDING:GW000019000,V3_FEEDING,FEEDING,19.0,24.0,1,614.7765867691979,614.7765867691979,98.52483009439145,124.010495108936,0.0851063829787234,0.7851186732171287,0.0,0.5440414432908447,0.0
V3_FEEDING:GW000020000,V3_FEEDING,FEEDING,20.0,25.0,1,633.9140095065725,633.9140095065725,89.59996979295973,126.97032758030241,0.1056338028169014,0.7441865194093931,0.0,0.5945155491362085,0.0
V3_FEEDING:GW000021000,V3_FEEDING,FEEDING,21.0,26.0,2,486.8176682219646,486.8176682219646,86.19728816761754,98.19908786905063,0.20567375886524825,0.4552682388836229,0.2708787340233584,0.7316677045234492,0.09383332070330497
V3_FEEDING:GW000022000,V3_FEEDING,FEEDING,22.0,27.0,3,385.95055785790186,406.44327050299563,61.78373594953471,77.85254155343561,0.20567375886524822,0.40042009178275045,0.237067437502786,0.7209491455498996,0.07977226966296626
V3_FEEDING:GW000023000,V3_FEEDING,FEEDING,23.0,28.0,2,396.13957536233806,396.13957536233806,64.04479417144259,79.90783307330139,0.22340425531914893,0.4586850244954159,0.28394494456864305,0.7429042236905703,0.09293744799116965
V3_FEEDING:GW000024000,V3_FEEDING,FEEDING,24.0,29.0,3,423.1870189861817,462.5070386088761,38.491382860982185,85.36374494016492,0.22222222222222224,0.5491189812177409,0.2665971591148966,0.7505908213310958,0.0793976580344572
V3_FEEDING:GW000025000,V3_FEEDING,FEEDING,25.0,30.0,4,380.39613332598515,393.62742300336623,66.84737252156414,76.73212325665557,0.2393617021276596,0.6352007039695838,0.2639708637327682,0.6070242809945009,0.25655804211936084
V3_FEEDING:GW000026000,V3_FEEDING,FEEDING,26.0,31.0,4,305.65405746159587,316.1605872281774,47.391052683546704,61.65542379722696,0.28191489361702127,0.638886942885851,0.2616656287441907,0.6032089442906666,0.25452088192584266
V3_FEEDING:GW000027000,V3_FEEDING,FEEDING,27.0,32.0,4,340.05827539069355,247.3786900657358,110.8844908954164,68.11225178058065,0.2676056338028169,0.6255965815487998,0.2518359977615259,0.5982199014014714,0.24743365232406583
V3_FEEDING:GW000028000,V3_FEEDING,FEEDING,28.0,33.0,3,223.61045487804586,226.55756631238876,57.302328060239766,45.10588694779178,0.32860520094562645,0.5687734815996018,0.2703835544127154,0.5910949313864461,0.27658015930069263
V3_FEEDING:GW000029000,V3_FEEDING,FEEDING,29.0,34.0,3,302.85081735175606,310.8102071119807,64.7390784049346,60.65975338996845,0.21830985915492954,0.6054598611922067,0.21938419411839635,0.5528164331590657,0.24267009290504038
V3_FEEDING:GW000030000,V3_FEEDING,FEEDING,30.0,35.0,3,277.2112467827576,278.6126578436829,58.19601792614335,55.91804356759153,0.21985815602836878,0.6068994159989514,0.21209906893783223,0.5502410686211966,0.24134921350393498
V3_FEEDING:GW000031000,V3_FEEDING,FEEDING,31.0,36.0,2,264.92989761553457,264.92989761553457,49.24122694458498,53.44069452143308,0.2021276595744681,0.5692566279514295,0.2508021924417343,0.47806792943410464,0.2708503332356331
V3_FEEDING:GW000032000,V3_FEEDING,FEEDING,32.0,37.0,2,366.65131160860346,366.65131160860346,131.2445895441261,73.95956785516525,0.19858156028368795,0.5458162352232865,0.23812430680077956,0.48139404826600785,0.27458098207561066
V3_FEEDING:GW000033000,V3_FEEDING,FEEDING,33.0,38.0,3,472.8779429393714,572.9827075313417,126.20862268958452,95.387217229894,0.15602836879432624,0.414037042641677,0.2059557952288587,0.49607570942298906,0.2292532556813023
V3_FEEDING:GW000034000,V3_FEEDING,FEEDING,34.0,39.0,3,368.10496476255736,265.91236157769157,85.83107078535302,74.25279347764035,0.2033096926713948,0.24215999936833624,0.03326938000555774,0.710656643305586,0.138726926707454
V3_FEEDING:GW000035000,V3_FEEDING,FEEDING,35.0,40.0,4,426.5175831858876,435.45474898329013,72.62674517464653,86.03557422626066,0.17553191489361702,0.3179990089485343,0.11588743906570888,0.6339352879096085,0.17813484990780962
V3_FEEDING:GW000036000,V3_FEEDING,FEEDING,36.0,41.0,4,414.30720837473064,395.9770646698255,91.53812386416567,82.98400284159428,0.16549295774647887,0.3260650902013956,0.11295414628780907,0.6201097839362139,0.18708165178697136
V3_FEEDING:GW000037000,V3_FEEDING,FEEDING,37.0,42.0,3,339.94054112301086,334.58708923460176,34.12594193073431,68.57156846815722,0.18439716312056734,0.36979117318871246,0.12691423702933138,0.6316293755327592,0.2065745213353313
V3_FEEDING:GW000038000,V3_FEEDING,FEEDING,38.0,43.0,2,401.03590440527375,401.03590440527375,158.98505121778604,80.32581610467166,0.20774647887323944,0.3511914224752457,0.16317204935845242,0.5956199422999695,0.2431931501085108
V3_FEEDING:GW000039000,V3_FEEDING,FEEDING,39.0,44.0,2,430.64222425819605,430.64222425819605,81.83575543930417,86.86758180841596,0.1773049645390071,0.37697149061820867,0.19752546117899003,0.596295101793719,0.24402773598550082
V3_FEEDING:GW000040000,V3_FEEDING,FEEDING,40.0,45.0,4,411.8302047548573,417.74590281208066,66.58940969293451,83.07288971568728,0.16843971631205673,0.5494825011617701,0.22345677498759892,0.5341925360760849,0.29669699534426525
V3_FEEDING:GW000041000,V3_FEEDING,FEEDING,41.0,46.0,4,384.86216745377294,386.78115743889595,77.4617421367035,77.63299540318768,0.1826241134751773,0.567479847189686,0.22653366399520966,0.5427563698988565,0.29331767936611935
V3_FEEDING:GW000042000,V3_FEEDING,FEEDING,42.0,47.0,4,456.61306746865273,486.0930941365317,129.4824624291938,92.10632575904485,0.1595744680851064,0.5671071870715966,0.22484797979481663,0.5473270169446166,0.2799015264649671
V3_FEEDING:GW000043000,V3_FEEDING,FEEDING,43.0,48.0,3,420.30825324055013,390.09741396000084,115.10826606800943,84.78305079354048,0.13002364066193853,0.5221874730501189,0.2566839201436868,0.48129401030674784,0.2603761273066555
V3_FEEDING:GW000044000,V3_FEEDING,FEEDING,44.0,49.0,3,503.9252507578731,451.3687729555507,147.19484580145203,101.64996714137926,0.14657210401891252,0.49798504263395804,0.26857109628016085,0.49424613786974986,0.2238249789288485
V3_FEEDING:GW000045000,V3_FEEDING,FEEDING,45.0,50.0,3,518.0799473501775,505.58807545182464,92.37191471752742,103.7692488907765,0.14788732394366197,0.4730978739845169,0.2786380834877143,0.5133331126266426,0.19118221764917395
V3_FEEDING:GW000048000,V3_FEEDING,FEEDING,48.0,53.0,1,737.4302680075318,737.4302680075318,94.86554069922852,148.75174919155015,0.03546099290780142,0.7008548399652115,0.0,0.1936785999633057,0.0
V3_FEEDING:GW000049000,V3_FEEDING,FEEDING,49.0,54.0,1,657.4668122350918,657.4668122350918,63.85748680463818,132.62181198448343,0.028368794326241134,0.6245600370174282,0.0,0.2346085357519102,0.0
V3_FEEDING:GW000052000,V3_FEEDING,FEEDING,52.0,57.0,2,439.6552424051002,439.6552424051002,111.3217700689764,88.06110815254632,0.17253521126760565,0.5349764618562374,0.2813991878694032,0.5446076780974448,0.26363649107776327
V3_FEEDING:GW000053000,V3_FEEDING,FEEDING,53.0,58.0,2,474.78435635257426,474.78435635257426,135.95456820900952,95.77177200367967,0.18439716312056736,0.5610272517506505,0.30002577380395273,0.586461912032584,0.22692880130989462
V3_FEEDING:GW000054000,V3_FEEDING,FEEDING,54.0,59.0,2,459.6760493761386,459.6760493761386,100.6023115087121,92.07119214093048,0.17957746478873238,0.5477147058312432,0.28225040520543543,0.6295334339975478,0.19092575132430023
V3_FEEDING:GW000055000,V3_FEEDING,FEEDING,55.0,60.0,2,490.96799613149665,490.96799613149665,81.60011147553871,99.03627690650241,0.16312056737588654,0.5151752533767145,0.2589995860773633,0.6666121230368883,0.15815949249015726
V3_FEEDING:GW000056000,V3_FEEDING,FEEDING,56.0,61.0,3,469.7439444660782,392.6760500361256,60.27653883502611,94.75503846657098,0.13947990543735225,0.4308503431333623,0.20576500019921465,0.6600112912940307,0.12075129026147186
V3_FEEDING:GW000057000,V3_FEEDING,FEEDING,57.0,62.0,2,472.0063073850165,472.0063073850165,71.45683376844643,95.21139407888853,0.13829787234042554,0.428994102615146,0.21351295540310405,0.7224548397979267,0.11424252292220022
V3_FEEDING:GW000058000,V3_FEEDING,FEEDING,58.0,63.0,2,260.2531300837081,260.2531300837081,31.87692778356012,52.497313999772075,0.2695035460992908,0.5060039209508,0.3064790199200312,0.6119224147687496,0.22999628528322974
V3_FEEDING:GW000059000,V3_FEEDING,FEEDING,59.0,64.0,4,461.95854158637206,439.46151407749437,72.98591309019021,93.18459533891655,0.2109929078014184,0.5812284380057609,0.23703272874025452,0.5304428264183898,0.200414409454916
V3_FEEDING:GW000060000,V3_FEEDING,FEEDING,60.0,65.0,4,392.4543446372519,387.9744496566328,40.82069266443042,79.16446174680053,0.2553191489361702,0.5962675726539652,0.24050478340718848,0.5060596928420201,0.22269761142247124
V3_FEEDING:GW000061000,V3_FEEDING,FEEDING,61.0,66.0,4,288.8543798992245,232.5522097582531,30.67023622626375,57.85632544602964,0.2834507042253521,0.6055706514692529,0.2375165613367244,0.49670375856486226,0.23661237369631807
V3_FEEDING:GW000062000,V3_FEEDING,FEEDING,62.0,67.0,4,267.88239493954393,209.14294206979747,64.2588111072032,54.036261533642524,0.30319148936170215,0.6086107038346256,0.2395827182414449,0.5001795154904395,0.24461542828147512
V3_FEEDING:GW000063000,V3_FEEDING,FEEDING,63.0,68.0,4,298.31928666135116,260.85684493077093,81.42954161146078,59.752106725638555,0.28873239436619713,0.6071337316072348,0.250069355455979,0.5080348993254291,0.2503467980860252
V3_FEEDING:GW000064000,V3_FEEDING,FEEDING,64.0,69.0,5,326.8132720688859,311.93236831755286,72.40662305262929,65.92358354181984,0.25248226950354613,0.5718655080806482,0.23675914483707525,0.489294777617488,0.23936929561533388
V3_FEEDING:GW000065000,V3_FEEDING,FEEDING,65.0,70.0,4,327.43005030023915,343.0311143781567,56.96981805713371,66.04799780138762,0.2907801418439716,0.5844814996974009,0.2646099180332698,0.5751472265157901,0.20719620121263893
V3_FEEDING:GW000066000,V3_FEEDING,FEEDING,66.0,71.0,4,253.77873864532165,291.1359264052673,26.301171890777397,51.1913233275794,0.3262411347517731,0.5340579572068134,0.30179992728000266,0.6446095619822891,0.16640982085381112
V3_FEEDING:GW000067000,V3_FEEDING,FEEDING,67.0,72.0,4,211.8790874547269,241.19057969199025,40.000005082691104,42.73947821691292,0.3475177304964539,0.5321998624454641,0.3042084094496981,0.6538029065224485,0.16822579218362205
V3_FEEDING:GW000068000,V3_FEEDING,FEEDING,68.0,73.0,3,265.850989892557,262.2232965372229,103.29774393635887,53.62649390249786,0.2624113475177305,0.4355743932518787,0.29163842972231924,0.7407914142093747,0.10075355452601123
V3_FEEDING:GW000069000,V3_FEEDING,FEEDING,69.0,74.0,3,290.2741762581764,304.9650143528061,68.4084369710716,58.55305014832857,0.2553191489361702,0.435568214656788,0.2894269130046398,0.7353538640787903,0.10607910743799538
V3_FEEDING:GW000070000,V3_FEEDING,FEEDING,70.0,75.0,3,416.08187208896044,301.4831660972393,36.38731961025401,83.33946056892242,0.22535211267605634,0.5356073564860648,0.25749257245012996,0.6266838916010791,0.2541956370251481
V3_FEEDING:GW000071000,V3_FEEDING,FEEDING,71.0,76.0,3,403.5634711486623,291.00482326317876,34.7554704882526,81.40535430607501,0.2033096926713948,0.5722853665340674,0.25608562312840205,0.6408578673648723,0.23280675416389346
V3_FEEDING:GW000072000,V3_FEEDING,FEEDING,72.0,77.0,4,424.3915967404788,402.04649232759607,42.361972789737024,85.00386369818389,0.20598591549295775,0.6452916334211688,0.23586166050220403,0.5415380974280667,0.27092989496876657
V3_FEEDING:GW000073000,V3_FEEDING,FEEDING,73.0,78.0,3,294.2998474508446,232.07986086609918,51.01284010201365,59.365093886643315,0.2955082742316785,0.6389866869214555,0.2695641010438881,0.6198679447663782,0.2691618511243603
V3_FEEDING:GW000074000,V3_FEEDING,FEEDING,74.0,79.0,3,316.73094799919573,213.19972574882812,85.23695195333339,63.88981383321456,0.23404255319148937,0.8283000621437467,0.03134532312686362,0.5977217810254701,0.2238010989322913
V3_FEEDING:GW000075000,V3_FEEDING,FEEDING,75.0,80.0,3,352.8103014532242,302.2942585822276,82.6236265484918,71.16760967211802,0.2127659574468085,0.8260513375809121,0.0355597557228966,0.629171560711704,0.19411950250090373
V3_FEEDING:GW000076000,V3_FEEDING,FEEDING,76.0,81.0,3,358.43460479948345,293.64103994772495,51.42544989547946,72.30212366894683,0.21513002364066192,0.8221493118805504,0.037584484230720944,0.6543936222651756,0.1650295174514749
V3_FEEDING:GW000077000,V3_FEEDING,FEEDING,77.0,82.0,3,349.8502067107882,347.27578510918994,60.2490073423898,70.57051013632064,0.23877068557919623,0.8173757556085482,0.04420983431838178,0.6756157113352851,0.13585309005387108
V3_FEEDING:GW000078000,V3_FEEDING,FEEDING,78.0,83.0,3,318.7547793127026,301.0373411650851,29.39184089902086,64.29805371841165,0.28132387706855794,0.811195003781147,0.04860208725803493,0.6921425298625875,0.11260174174558107
V3_FEEDING:GW000079000,V3_FEEDING,FEEDING,79.0,84.0,5,239.45680497104368,252.10929729929845,35.71630117747962,47.962197573408424,0.3816901408450704,0.7009669209360243,0.23093020991327842,0.6583569559350715,0.17060371882117104
V3_FEEDING:GW000080000,V3_FEEDING,FEEDING,80.0,85.0,5,177.19649613844496,154.81429983184157,30.198685959299713,35.74343215179511,0.4297872340425532,0.709109507301044,0.224897516674095,0.6592678606342263,0.16755150687099196
V3_FEEDING:GW000081000,V3_FEEDING,FEEDING,81.0,86.0,5,161.90538943697447,180.64579473591675,25.104850852045093,32.42897305555731,0.4591549295774648,0.7161470454556126,0.22482057087347115,0.6636309355122226,0.1697868024444507
V3_FEEDING:GW000082000,V3_FEEDING,FEEDING,82.0,87.0,5,151.29216214337458,191.16137216553096,33.21616089362533,30.518104197980563,0.4340425531914893,0.7220248665160416,0.22475831128667784,0.6680504833140842,0.1750513890254131
V3_FEEDING:GW000083000,V3_FEEDING,FEEDING,83.0,88.0,6,243.57469948425077,189.82308496190686,79.27002150792971,49.133001693820454,0.3959810874704492,0.7344368653398164,0.20428512194274812,0.5931015173384281,0.23941723235458373
V3_FEEDING:GW000084000,V3_FEEDING,FEEDING,84.0,89.0,6,291.6824764493376,154.52459376179206,79.53294160513273,58.837127336247484,0.3995271867612293,0.7246045288345625,0.20317310200942076,0.5904315097371177,0.2483872027034272
V3_FEEDING:GW000085000,V3_FEEDING,FEEDING,85.0,90.0,5,152.33092278610377,138.79238122160524,33.24788352144792,30.7276392134268,0.4326241134751774,0.7328691338821195,0.22584800866161633,0.6096825437058865,0.2751185017204796
V3_FEEDING:GW000086000,V3_FEEDING,FEEDING,86.0,91.0,4,164.64878720657123,133.47583054148853,52.73187068785891,33.21235398354285,0.3953900709219858,0.6990618738210257,0.24168071681427808,0.5365100618924054,0.2675355975955454
V3_FEEDING:GW000087000,V3_FEEDING,FEEDING,87.0,92.0,4,174.23529104803936,141.47718116648082,43.14730838152427,35.1461086406483,0.3670212765957447,0.6911017801140396,0.23985491825294408,0.5309066174578079,0.2684553084704061
V3_FEEDING:GW000088000,V3_FEEDING,FEEDING,88.0,93.0,3,258.99889881381074,185.4673698307346,74.11977656480063,51.87639732228721,0.2300469483568075,0.6175005823489577,0.2504720624248554,0.5710900378185552,0.29270908253813444
V3_FEEDING:GW000089000,V3_FEEDING,FEEDING,89.0,94.0,3,256.9465448897352,180.2526775375159,27.04692701566363,51.83032167142189,0.20803782505910165,0.5899687258850241,0.24385650461029404,0.5650192859097266,0.2904300789440022
V3_FEEDING:GW000090000,V3_FEEDING,FEEDING,90.0,95.0,2,355.0612711185995,355.0612711185995,107.71113886225595,71.62166707880243,0.16312056737588654,0.4461546161994688,0.22127083774323758,0.4898336224677696,0.3239073252489029
V3_FEEDING:GW000091000,V3_FEEDING,FEEDING,91.0,96.0,2,355.21112527016544,355.21112527016544,63.131564576851254,71.65189511274119,0.1524822695035461,0.4104327969637835,0.19636998457108307,0.5038395560438365,0.31920894272100764
V3_FEEDING:GW000092000,V3_FEEDING,FEEDING,92.0,97.0,2,361.29689020023267,361.29689020023267,62.78191501998287,72.87949346039505,0.1595744680851064,0.387111562735318,0.17191959278824184,0.5179386369359326,0.3105105213296246
V3_FEEDING:GW000093000,V3_FEEDING,FEEDING,93.0,98.0,3,301.33261349524486,320.84274980935874,41.872306572671604,60.78371785170814,0.2033096926713948,0.5396846304430462,0.2554529297407659,0.5957877050543056,0.2560075735178747
V3_FEEDING:GW000094000,V3_FEEDING,FEEDING,94.0,99.0,3,286.0200710169677,304.55503673861267,25.753052867979676,57.694927525311336,0.21985815602836878,0.5414145195195,0.24761299937082826,0.6144699713433853,0.24808668334265394
