window_start_sec,window_end_sec,window_mid_sec,n_points,coverage_ratio,observed_ratio,interpolated_ratio,distance_5s_px,distance_last_1s_px,net_displacement_px,path_efficiency,mean_speed_px_s,median_speed_px_s,max_speed_px_s,speed_std_px_s,mean_speed_norm_s,max_speed_norm_s,mean_abs_accel_px_s2,mean_abs_turn_rad,immobile_ratio,x_mean_norm,x_std_norm,x_range_norm,y_mean_norm,y_std_norm,y_range_norm,bbox_area_mean_norm,window_id,video_id,context,pred_track_id,trajectory_uid
54.0,59.0,56.5,143,1.0,1.0,0.0,713.7856267262247,130.23291197672603,520.3666496088998,0.7290237154193755,142.96827880185856,114.71757882888083,715.2955377088459,118.57481934871637,0.08935517425116163,0.4470597110680287,1563.2926427686764,0.3005910215981087,0.056338028169014086,0.43860768267324757,0.13324923770892272,0.37265201210975657,0.8299651110366786,0.08716746473856074,0.29085687001546223,0.02027839359921405,V3_FEEDING:T113:S2:W000054000,V3_FEEDING,FEEDING,113,V3_FEEDING:T113:S2
55.0,60.0,57.5,142,1.0,1.0,0.0,744.7851363154837,82.94774750685204,518.3174433447637,0.6959288230548273,150.23534645266753,130.6910555839722,715.2955377088459,115.65288419113948,0.09389709153291718,0.4470597110680287,1579.3525838533167,0.29353798520554697,0.0425531914893617,0.5084526305467311,0.11767246917094062,0.35299102067947385,0.7741748394540778,0.12386758895089658,0.32292013168334954,0.019337473230705907,V3_FEEDING:T113:S2:W000055000,V3_FEEDING,FEEDING,113,V3_FEEDING:T113:S2
56.0,61.0,58.5,142,1.0,1.0,0.0,683.1018133236994,25.98128489882848,457.1404846063141,0.6692128108722942,137.79281108486038,108.15001879690941,715.2955377088459,120.71963897452578,0.0861205069280377,0.4470597110680287,1482.2362115382537,0.33603462660091166,0.09219858156028368,0.5679039945065135,0.08134528114160261,0.29108704328536983,0.7148460242669908,0.1336578362909567,0.3305920124053955,0.018814635855726774,V3_FEEDING:T113:S2:W000056000,V3_FEEDING,FEEDING,113,V3_FEEDING:T113:S2
57.0,62.0,59.5,142,1.0,1.0,0.0,588.2704846669196,87.08656115316035,424.3690500868089,0.7213842291052351,118.6637806831538,81.08718403353348,715.2955377088459,115.97648550702316,0.07416486292697112,0.4470597110680287,1357.4326467016265,0.3735772764508646,0.0851063829787234,0.6082123168757264,0.036006852703205014,0.15058429241180415,0.64250705801825,0.11750132137977283,0.41300406455993655,0.01835093464158816,V3_FEEDING:T113:S2:W000057000,V3_FEEDING,FEEDING,113,V3_FEEDING:T113:S2
56.0,61.0,58.5,142,1.0,1.0,0.0,392.6760500361256,36.016157476002185,240.19576011373684,0.6116893558739811,79.20918335278567,64.83004146071848,291.8311476065051,57.66163009594365,0.04950573959549105,0.1823944672540657,856.2143927617636,0.3677734248780294,0.10638297872340426,0.5815318293974433,0.05855271937163534,0.1645406246185303,0.34379513431602793,0.062455945284597816,0.20425340334574382,0.010744083823040327,V3_FEEDING:T120:S2:W000056000,V3_FEEDING,FEEDING,120,V3_FEEDING:T120:S2
59.0,64.0,61.5,142,1.0,1.0,0.0,577.3237345635157,205.0525377572303,189.38586052780352,0.3280410092112154,116.4556421018026,77.10582691071649,472.1653938792695,111.74689103829904,0.07278477631362663,0.29510337117454344,1082.995172469767,0.39103485300296414,0.1347517730496454,0.5641384937393833,0.06348690309048308,0.1802475929260255,0.7030376425371484,0.045123265607779094,0.2025487581888834,0.014840392251041133,V3_FEEDING:T123:S3:W000059000,V3_FEEDING,FEEDING,123,V3_FEEDING:T123:S3
60.0,65.0,62.5,142,1.0,1.0,0.0,649.7471541074085,107.90133699921543,117.00356975837428,0.18007554018317815,131.0646306488767,103.231362895588,472.1653938792695,108.59913197363471,0.08191539415554794,0.29510337117454344,1230.1452208085784,0.3597212691731397,0.09929078014184398,0.5530693556221438,0.049529530238074555,0.15062124729156495,0.7257727992366737,0.06415788948122628,0.2025487581888834,0.015193218524066654,V3_FEEDING:T123:S3:W000060000,V3_FEEDING,FEEDING,123,V3_FEEDING:T123:S3
61.0,66.0,63.5,143,1.0,1.0,0.0,564.0452695173514,47.91872614951713,158.11929824587165,0.28033086489879255,112.97591087548861,82.00089934470222,472.1653938792695,104.7108994400195,0.07060994429718039,0.29510337117454344,1118.686778032925,0.3660523393549305,0.1056338028169014,0.5598634383061549,0.057388281586355415,0.16750197410583506,0.7459865581183444,0.07358348064703887,0.2025487581888834,0.015462429156019034,V3_FEEDING:T123:S3:W000061000,V3_FEEDING,FEEDING,123,V3_FEEDING:T123:S3
62.0,67.0,64.5,142,1.0,1.0,0.0,530.2703300482341,100.58487479982497,332.9113423538242,0.6278143872834486,106.96420063171333,83.04928847672643,424.8952596712647,94.2463129982886,0.06685262539482083,0.2655595372945404,1196.4009739357855,0.38431533655114886,0.10638297872340426,0.5959019041397202,0.07017303371567127,0.22587773799896244,0.7782754837627144,0.07379260900933096,0.20564972559610994,0.016328549712995393,V3_FEEDING:T123:S3:W000062000,V3_FEEDING,FEEDING,123,V3_FEEDING:T123:S3
63.0,68.0,65.5,143,1.0,1.0,0.0,574.2574612314893,97.560695738817,381.39783077986533,0.6641582504856995,115.02137020879208,93.19958390461399,424.8952596712647,94.43121712513818,0.07188835638049505,0.2655595372945404,1345.0604251923633,0.366982607575437,0.08450704225352113,0.6465081993516508,0.07304230237649625,0.26615095138549805,0.8162607977718186,0.04687929510000052,0.18624076843261717,0.016999462038839782,V3_FEEDING:T123:S3:W000063000,V3_FEEDING,FEEDING,123,V3_FEEDING:T123:S3
