experiment_id,source_experiment_id,total_fish_count,detection_conf,total_frames,short_zero_runs_total,short_zero_runs_reviewed,short_zero_runs_unreviewed,visible_frames,in_shelter_frames,partially_visible_frames,uncertain_frames,visible_correct_frames,visible_miss_frames,visible_overcount_frames,visible_detection_rate,visible_miss_rate,visible_overcount_rate,shelter_correct_zero_frames,shelter_unexpected_detection_frames,shelter_correct_zero_rate,shelter_unexpected_detection_rate,visible_miss_runs,longest_visible_miss_run_frames,longest_visible_miss_run_sec,median_visible_miss_run_frames,p95_visible_miss_run_frames,review_images_created,checkpoint_result
FRONT_VISIBILITY_AUDIT_CONF068_N1_001,FRONT_VIDEO_DET_CONF068_N1_001,1,0.68,3431,24,24,0,2335,1050,46,0,2301,34,0,0.9854389721627409,0.014561027837259101,0.0,1050,0,1.0,0.0,15,8,0.279052583309045,2.0,5.199999999999996,55,PASS_WITH_WARNING
