count_diagnostic_conf,validation_images,validation_objects,count_MAE,count_RMSE,count_bias,exact_count_rate,undercount_rate,overcount_rate,number_of_predictions,mean,median,std,min,max,Q25,Q75
0.25,254,995,0.32677165354330706,0.7397594842164505,0.2952755905511811,0.7598425196850394,0.015748031496062992,0.22440944881889763,1070,0.7354282786913007,0.76812744140625,0.10108479081410542,0.25608721375465393,0.8549965620040894,0.7233634740114212,0.7879766970872879
