experiment_id,source_experiment_id,detection_conf,expected_fish_count,experimental_fish_count,total_frames,exact_frames,exact_rate,undercount_frames,undercount_rate,overcount_frames,overcount_rate,error_abs_1_frames,error_abs_2_frames,error_abs_ge3_frames,error_runs,longest_error_run_frames,longest_error_run_sec,near_threshold_detections,near_threshold_rate,near_threshold_frames,review_frames_created,exact_error_0_frames,exact_error_1_frames,exact_error_2_frames,exact_error_ge3_frames,undercount_error_0_frames,undercount_error_1_frames,undercount_error_2_frames,undercount_error_ge3_frames,overcount_error_0_frames,overcount_error_1_frames,overcount_error_2_frames,overcount_error_ge3_frames
FRONT_DET_FAILURE_AUDIT_CONF068_N1_001,FRONT_VIDEO_DET_CONF068_N1_001,0.68,1,1,3431,2301,0.6706499562809677,1130,0.32935004371903237,0,0.0,1130,0,0,32,1050,36.62565155931215,1663,0.722729248152977,1663,58,2301,0,0,0,0,1130,0,0,0,0,0,0
