experiment_id,video_path,video_sha256,expected_fish_count,frames_processed,mean_count,median_count,min_count,max_count,exact_count_frames,exact_count_rate,undercount_frames,undercount_rate,overcount_frames,overcount_rate,count_MAE,count_RMSE,count_bias,zero_detection_frames,zero_detection_rate,processing_runtime_sec,processing_FPS,config,confidence,iou,imgsz,detections_total
FRONT_VIDEO_DET_001,data/raw/front/4.mp4,3f8587344beba8dcc6f835d1ed94aa8daadb06a369b5b96977ee902f035b5700,8,3431,1.6079860099096472,2.0,0,5,0,0.0,3431,1.0,0,0.0,6.392013990090352,6.469329924393248,-6.392013990090352,460,0.13407169921305742,70.95958745700045,48.35146486835329,D025,0.25,0.7,640,5517
FRONT_VIDEO_DET_001,data/raw/front/4.mp4,3f8587344beba8dcc6f835d1ed94aa8daadb06a369b5b96977ee902f035b5700,8,3431,6.286796852229671,6.0,1,12,458,0.1334887787816963,2621,0.7639172252987467,352,0.10259399591955698,2.0029146021568054,2.4177522796368747,-1.7132031477703293,0,0.0,67.92732073499792,50.5098679423147,D010,0.1,0.7,640,21570
