experiment_id,model_sha256,video,video_sha256,expected_fish_count,experimental_fish_count,nms_iou,imgsz,detection_conf,frames,mean_detections,median_detections,min_detections,max_detections,exact_count_frames,exact_count_rate,undercount_frames,undercount_rate,overcount_frames,overcount_rate,count_MAE,count_RMSE,count_bias,zero_detection_frames,processing_FPS,detections_retained,mean_confidence,median_confidence,min_confidence,max_confidence,Q25_confidence,Q75_confidence
FRONT_VIDEO_DET_CONF068_N1_001,750b0f8a1621f7214c8122467e5360ada69673ae4a8dc5bf3fd7b1e280287738,data/raw/front/4.mp4,3f8587344beba8dcc6f835d1ed94aa8daadb06a369b5b96977ee902f035b5700,1,1,0.7,640,0.68,3431,0.6706499562809677,1.0,0,1,2301,0.6706499562809677,1130,0.32935004371903237,0,0.0,0.32935004371903237,0.573890271497115,-0.32935004371903237,1130,49.28498286307921,2301,0.7486294479486166,0.7389723658561707,0.6800433397293091,0.8420991897583008,0.717729926109314,0.78428053855896
