experiment_id,model_sha256,video,video_sha256,expected_fish_count,iou,imgsz,detection_conf,frames,mean_detections,median_detections,min_detections,max_detections,exact_count_frames,exact_count_rate,undercount_frames,undercount_rate,overcount_frames,overcount_rate,count_MAE,count_RMSE,count_bias,zero_detection_frames,processing_FPS,detections_retained,mean_confidence,median_confidence,min_confidence,max_confidence,Q25_confidence,Q75_confidence
FRONT_VIDEO_DET_CONF050_001,750b0f8a1621f7214c8122467e5360ada69673ae4a8dc5bf3fd7b1e280287738,data/raw/front/4.mp4,3f8587344beba8dcc6f835d1ed94aa8daadb06a369b5b96977ee902f035b5700,8,0.7,640,0.5,3431,0.7126202273389682,1.0,0,3,0,0.0,3431,1.0,0,0.0,7.287379772661032,7.302894265007254,-7.287379772661032,1022,50.711197829743355,2445,0.7411930350925781,0.7346965670585632,0.5009187459945679,0.8420991897583008,0.7135513424873352,0.7815399765968323
