video,video_id,fps,frame_count,duration_sec,mean_detections_per_frame,median_detections_per_frame,min_detections,max_detections,processing_fps,true_fish_count,per_frame_output,overlay_output
1.mp4,TOP_VIDEO_1,19.350642974397303,1119,57.827535833333336,1.8873994638069704,2.0,0,5,49.39414711897732,,outputs/top/detection/1_detection_per_frame.csv,outputs/top/detection/1_detection_overlay.mp4
2.mp4,TOP_VIDEO_2,17.17219034092054,2031,118.27262333333333,2.9108813392417527,3.0,0,6,51.50867649578467,,outputs/top/detection/2_detection_per_frame.csv,outputs/top/detection/2_detection_overlay.mp4
