video_id,source_video,raw_tracking_rows,raw_observed_rows,empty_frame_placeholder_rows,unique_raw_track_ids,duplicate_observation_keys,gap_events,interpolated_gap_count,interpolated_rows,segments_created,segments_discarded_from_individual_analysis,cleaned_rows,median_segment_duration_sec,p95_segment_duration_sec,max_segment_duration_sec,segments_ge_5s,decision,warning
TOP_VIDEO_1,1.mp4,2424,2417,7,33,0,38,22,38,49,9,2455,0.8268459100387258,12.23731946857313,14.831548511319632,8,PASS_WITH_WARNING,Tracker identity fragmentation remains; trajectory_uid is not biological identity.
TOP_VIDEO_2,2.mp4,6330,6329,1,53,0,52,27,35,78,18,6364,0.9608558764155575,17.033354172821266,36.6289906827507,26,PASS_WITH_WARNING,Tracker identity fragmentation remains; trajectory_uid is not biological identity.
