trajectory_uid,video_id,pred_track_id,trajectory_segment_id,points,observed_points,interpolated_points,duration_sec,mean_raw_step_px,mean_clean_step_px,max_clean_step_px
V5_NORMAL:T14:S0,V5_NORMAL,14,0,130,130,0,4.529150250512746,2.5803382000858655,2.371174204628858,12.415904938053066
V5_NORMAL:T15:S0,V5_NORMAL,15,0,100,100,0,3.4758594945795487,5.175353631073014,4.813269806385877,27.0379921568183
V5_NORMAL:T18:S0,V5_NORMAL,18,0,101,101,0,3.5109691864439903,1.695386122038056,0.6484148320725714,5.156829720477383
V5_NORMAL:T19:S0,V5_NORMAL,19,0,22,22,0,0.7373035291532375,2.459165852850588,1.0549824660093106,3.8472786122619076
V5_NORMAL:T19:S1,V5_NORMAL,19,1,42,42,0,1.4394973664420334,2.766094738232208,2.1757372382141362,6.871612497258244
V5_NORMAL:T1:S0,V5_NORMAL,1,0,1337,1334,3,46.90654833089169,3.859865013936972,3.493201877424417,47.31035553078485
V5_NORMAL:T20:S0,V5_NORMAL,20,0,14,14,0,0.45642599423771557,27.44123544941257,24.679400410665757,41.99511862068377
V5_NORMAL:T21:S0,V5_NORMAL,21,0,45,45,0,1.5448264420353546,1.3905941467592458,0.9548352784102565,2.6829364610573188
V5_NORMAL:T22:S0,V5_NORMAL,22,0,769,769,0,26.964243351889834,1.7515485329046259,1.4237050959906794,19.52702458869388
V5_NORMAL:T24:S1,V5_NORMAL,24,1,1195,1195,0,41.92097208614123,2.527530297963211,2.190488221152715,23.859527587890625
V5_NORMAL:T25:S0,V5_NORMAL,25,0,47,47,0,1.6150458257642377,7.256171634212978,6.560647755307088,16.31217212391453
V5_NORMAL:T25:S1,V5_NORMAL,25,1,30,30,0,1.0181810640687559,1.645437178376232,0.6375973883132239,2.2232718537030394
V5_NORMAL:T29:S0,V5_NORMAL,29,0,284,284,0,9.936042797636485,2.0447282311121375,1.54112479202477,20.09295618903626
V5_NORMAL:T29:S1,V5_NORMAL,29,1,268,267,1,9.374287727805445,2.1694978201189294,1.8043608456587503,24.532821655273438
V5_NORMAL:T2:S0,V5_NORMAL,2,0,981,981,0,34.407498027151085,1.3415149011137202,1.01805475966433,24.286115836657903
V5_NORMAL:T33:S0,V5_NORMAL,33,0,121,121,0,4.21316302373279,1.3116368695607508,0.5402536261044576,1.94842529296875
V5_NORMAL:T33:S1,V5_NORMAL,33,1,13,13,0,0.42131630237327755,1.58892404790422,0.9668008719521036,2.0736017279277084
V5_NORMAL:T33:S2,V5_NORMAL,33,2,31,31,0,1.0532907559331974,1.4923486891715263,0.7024285691752917,2.886599668755417
V5_NORMAL:T35:S0,V5_NORMAL,35,0,113,113,0,3.9322854888172714,1.1207972156567734,0.891005531692665,2.8833565559209213
V5_NORMAL:T36:S0,V5_NORMAL,36,0,124,124,0,4.3184920993261,1.3331784292521942,1.0035584387754726,3.5484791787768266
V5_NORMAL:T38:S0,V5_NORMAL,38,0,196,196,0,6.84638991356578,0.8369653075623033,0.6009599121408591,2.88525390625
V5_NORMAL:T39:S0,V5_NORMAL,39,0,15,15,0,0.4915356861021607,2.3777800524955515,1.7161104438495334,6.0194156633774485
V5_NORMAL:T3:S0,V5_NORMAL,3,0,227,224,3,7.934790361363414,2.3981249771083184,2.2235099370348665,24.702767406338932
V5_NORMAL:T40:S0,V5_NORMAL,40,0,79,79,0,2.7385559654263147,1.9220854877085947,1.412271753451223,4.314325101929422
V5_NORMAL:T42:S0,V5_NORMAL,42,0,284,284,0,9.936042797636489,1.871509434361883,1.450341387948499,17.22482523959863
V5_NORMAL:T42:S1,V5_NORMAL,42,1,84,84,0,2.9141044247485084,1.19331068470685,0.6954633558089117,3.1913387056592533
V5_NORMAL:T43:S0,V5_NORMAL,43,0,274,274,0,9.584945878992087,2.2686177525233266,2.075890013616888,8.59063720703125
V5_NORMAL:T43:S1,V5_NORMAL,43,1,14,14,0,0.456425994237712,2.7179890251314354,2.464328373107059,6.5663670665484135
V5_NORMAL:T44:S0,V5_NORMAL,44,0,36,36,0,1.228839215255391,2.2477260062177526,1.2695478210893836,4.3453369140625
V5_NORMAL:T45:S0,V5_NORMAL,45,0,21,21,0,0.7021938372887959,1.3081789241717867,1.0228272935522678,2.155074013548278
V5_NORMAL:T47:S0,V5_NORMAL,47,0,36,36,0,1.228839215255391,2.927344956183766,2.076463972210982,10.755126021077334
V5_NORMAL:T48:S0,V5_NORMAL,48,0,279,279,0,9.760494338314288,1.6943913006565612,1.4043386277632597,15.52847671508789
V5_NORMAL:T49:S0,V5_NORMAL,49,0,10,10,0,0.31598722677995994,0.9532394620594824,0.567535472631468,0.9221067431542903
V5_NORMAL:T4:S0,V5_NORMAL,4,0,30,30,0,1.0181810640687567,15.331925088638036,14.096011001562253,42.149037686636234
V5_NORMAL:T50:S0,V5_NORMAL,50,0,179,179,0,6.249525151870294,3.051050409875561,2.786869533129713,13.29831687410695
V5_NORMAL:T50:S1,V5_NORMAL,50,1,52,52,0,1.790594285086442,1.7415467825219617,0.9162468469261874,4.19543718633672
V5_NORMAL:T51:S0,V5_NORMAL,51,0,138,138,0,4.810027785428261,1.780508382149684,1.2977406876592978,5.361811510405508
V5_NORMAL:T52:S0,V5_NORMAL,52,0,41,41,0,1.404387674577599,1.8049866030365087,1.5135241148744978,3.042440907806252
V5_NORMAL:T52:S1,V5_NORMAL,52,1,40,40,0,1.3692779827131574,1.0464523240276244,0.6618594858901806,3.4187340177031347
V5_NORMAL:T54:S0,V5_NORMAL,54,0,237,237,0,8.285887280007806,2.3860258294654653,1.8469879323948208,17.568610160027934
V5_NORMAL:T55:S0,V5_NORMAL,55,0,46,46,0,1.5799361338997997,1.7968450071012796,1.2393915714042678,4.4935455322265625
V5_NORMAL:T55:S1,V5_NORMAL,55,1,156,156,0,5.442002238988195,1.5664183770640612,1.161895914196544,8.573500249882843
V5_NORMAL:T59:S0,V5_NORMAL,59,0,44,44,0,1.5097167501709237,2.0614251328821407,1.4805470014566195,4.681577660145795
V5_NORMAL:T5:S0,V5_NORMAL,5,0,148,148,0,5.161124704072663,1.6744605517576634,1.2388676567502352,7.20997113326973
V5_NORMAL:T5:S1,V5_NORMAL,5,1,435,435,0,15.23760626916691,0.7522944576843413,0.4096363862608563,3.2661512724539836
V5_NORMAL:T60:S0,V5_NORMAL,60,0,22,22,0,0.7373035291532517,2.67355257573719,1.4021285492468787,4.081328718063765
V5_NORMAL:T63:S0,V5_NORMAL,63,0,187,187,0,6.53040268678582,1.6519510846581449,0.8568432153527941,4.87364555372418
V5_NORMAL:T63:S1,V5_NORMAL,63,1,179,179,0,6.249525151870301,4.233562587091589,3.4593215105361543,23.120751578661714
V5_NORMAL:T65:S0,V5_NORMAL,65,0,1422,1422,0,49.89087213936908,3.038153284777292,2.587642244067904,20.367292625151737
V5_NORMAL:T67:S0,V5_NORMAL,67,0,178,178,0,6.214415460005853,4.0272486640207115,2.6173139503490486,12.232307951463838
V5_NORMAL:T68:S0,V5_NORMAL,68,0,211,211,0,7.373035291532375,1.4871197011243864,1.0049679701597254,9.473447000963938
V5_NORMAL:T69:S0,V5_NORMAL,69,0,183,183,0,6.3899639193280535,1.7218315366440708,0.9930206823018513,8.4976806640625
V5_NORMAL:T69:S1,V5_NORMAL,69,1,23,23,0,0.7724132210176862,4.074375661487067,2.7034078935645494,17.916939788927202
V5_NORMAL:T69:S2,V5_NORMAL,69,2,1167,1164,3,40.93790071393691,1.5310522624788372,1.0828448549156304,17.326430542015554
V5_NORMAL:T6:S0,V5_NORMAL,6,0,185,185,0,6.460183303056938,1.4799778415504066,1.0255055217327753,4.833770751953125
V5_NORMAL:T71:S0,V5_NORMAL,71,0,22,22,0,0.7373035291532375,3.9945439390971633,2.011303752089594,6.10676127082602
V5_NORMAL:T73:S0,V5_NORMAL,73,0,72,72,0,2.492788122375231,1.4663383078781458,1.0931983996164212,6.634371394869777
V5_NORMAL:T74:S0,V5_NORMAL,74,0,108,108,0,3.7567370294950706,1.3853385991591034,0.89421319576218,4.3055510366196845
V5_NORMAL:T75:S0,V5_NORMAL,75,0,72,70,2,2.492788122375231,2.1277208299756443,1.4659919482420576,6.0999755859375
V5_NORMAL:T75:S1,V5_NORMAL,75,1,107,107,0,3.721627337630622,2.42694244065846,1.9762937278463328,32.30005646288171
V5_NORMAL:T77:S0,V5_NORMAL,77,0,249,249,0,8.707203582381084,2.6060705236568986,2.240086413005134,12.450164794921875
V5_NORMAL:T7:S0,V5_NORMAL,7,0,363,363,0,12.709708454927238,0.9113159903667004,0.6341940036604794,4.494006014843591
V5_NORMAL:T80:S0,V5_NORMAL,80,0,24,24,0,0.8075229128821064,2.2450710157921234,1.4849509799046856,5.749319338566536
V5_NORMAL:T81:S0,V5_NORMAL,81,0,131,131,0,4.564259942377191,1.1594993002213771,0.74051674946023,3.757439226628706
V5_NORMAL:T81:S1,V5_NORMAL,81,1,88,88,0,3.0545431922062676,3.0013392074484058,2.1857101644711823,18.967812479789494
V5_NORMAL:T82:S0,V5_NORMAL,82,0,31,31,0,1.0532907559331903,2.0311512151324176,1.4651957955038302,4.319934078219668
V5_NORMAL:T83:S0,V5_NORMAL,83,0,7,7,0,0.21065815118664943,0.7893670449361455,0.3065908417264105,0.7835400039975892
V5_NORMAL:T84:S0,V5_NORMAL,84,0,94,94,0,3.265201343392903,1.6751843358265446,1.2110887364753626,5.016785559418334
V5_NORMAL:T85:S0,V5_NORMAL,85,0,85,85,0,2.94921411661295,1.6339571092978957,1.384107246263457,8.141996569324409
V5_NORMAL:T88:S0,V5_NORMAL,88,0,19,19,0,0.6319744535599199,1.4916122244122212,0.8040262025206721,2.7420945010826157
V5_NORMAL:T89:S0,V5_NORMAL,89,0,753,751,2,26.402488282058798,3.288625379673573,3.019604946025689,26.351554297530186
V5_NORMAL:T92:S0,V5_NORMAL,92,0,378,378,0,13.23635383289384,1.4220223232701699,1.034623674992457,11.145300377314078
V5_NORMAL:T92:S1,V5_NORMAL,92,1,152,152,0,5.301563471530429,3.7669229544919354,2.773703807591224,20.70702804993287
V5_NORMAL:T95:S0,V5_NORMAL,95,0,64,64,0,2.2119105874597125,1.0898756205437583,0.444613346867083,1.867147225421055
V5_NORMAL:T95:S1,V5_NORMAL,95,1,8,8,0,0.2457678430510839,0.8624062868481632,0.1330314040988845,0.46317998437188035
V5_NORMAL:T97:S0,V5_NORMAL,97,0,47,47,0,1.615045825764227,1.2786529453342765,1.0352722598020245,2.653594970703125
V5_NORMAL:T98:S0,V5_NORMAL,98,0,21,21,0,0.7021938372887888,0.7441652261216747,0.47933680021975045,1.1590132445187735
V5_NORMAL:T9:S0,V5_NORMAL,9,0,34,32,2,1.1586198315265168,0.7011409249390341,0.37549450465160455,1.8529331932223694
V8_PAIR_T1:T11:S0,V8_PAIR_T1,11,0,60,60,0,2.537699092995169,9.083504858053507,8.947192231076263,23.96571117952051
V8_PAIR_T1:T12:S0,V8_PAIR_T1,12,0,119,119,0,5.075398185990345,0.970431570871369,0.6767431111225422,5.079181680310616
V8_PAIR_T1:T13:S0,V8_PAIR_T1,13,0,57,57,0,2.4086635458937167,10.772573791000639,10.13334384114901,78.06219048588785
V8_PAIR_T1:T15:S0,V8_PAIR_T1,15,0,10,10,0,0.38710664130434935,3.499212737717351,1.3307537508396503,2.465729055237806
V8_PAIR_T1:T16:S0,V8_PAIR_T1,16,0,475,475,0,20.387616442028985,3.3595553383518424,2.8799365327857505,35.08511019771402
V8_PAIR_T1:T17:S0,V8_PAIR_T1,17,0,67,67,0,2.8387820362318834,1.4942986535409004,0.8992909334617012,6.408056577116818
V8_PAIR_T1:T19:S0,V8_PAIR_T1,19,0,74,74,0,3.139864979468598,1.3919460685453893,1.0490290297782228,4.699928283691435
V8_PAIR_T1:T19:S1,V8_PAIR_T1,19,1,47,47,0,1.97854505555555,2.0996192836207324,1.7375966314007254,7.701744396107345
V8_PAIR_T1:T1:S0,V8_PAIR_T1,1,0,208,208,0,8.90345275,4.532426316811947,4.174564596647513,22.122483853548513
V8_PAIR_T1:T20:S0,V8_PAIR_T1,20,0,84,84,0,3.5699834698067647,1.6224419439283375,1.2971038873897738,6.912157747393684
V8_PAIR_T1:T2:S0,V8_PAIR_T1,2,0,71,71,0,3.01082943236715,1.6191975000443777,1.2538669102780302,5.594320678703446
V8_PAIR_T1:T3:S0,V8_PAIR_T1,3,0,84,84,0,3.569983469806763,3.304815031570204,3.155549113264361,9.953268139431588
V8_PAIR_T1:T4:S0,V8_PAIR_T1,4,0,66,66,0,2.795770187198068,5.581593929924545,5.086164789914118,27.485443115234375
V8_PAIR_T1:T7:S0,V8_PAIR_T1,7,0,21,21,0,0.8602369806763281,1.0197151529211685,0.6603671271549152,2.1813316345214844
V8_PAIR_T1:T8:S0,V8_PAIR_T1,8,0,246,246,0,10.537903013285025,2.3736210788108707,2.1135536403567707,14.969419509077662
