experiment_id,video,video_sha256,model,model_sha256,tracker,trajectory_window_sec,window_frames,frames,fps,duration_sec,tracked_frames,untracked_frames,tracked_rate,processing_FPS,checkpoint_result
FRONT_VIDEO4_TRAJECTORY_1S_001,data/raw/front/4.mp4,3f8587344beba8dcc6f835d1ed94aa8daadb06a369b5b96977ee902f035b5700,runs/front/yolov8n_front_v1_baseline/weights/best.pt,750b0f8a1621f7214c8122467e5360ada69673ae4a8dc5bf3fd7b1e280287738,configs/trackers/front_bytetrack_b15.yaml,1.0,29,3431,28.66843196767745,119.67867666666668,2380,1051,0.6936753133197319,48.83566947572755,PASS_WITH_WARNING
