experiment_id,analysis_type,video_id,source_video,session_id,tank,scenario,n_individual_windows,n_group_windows,temperature_mean,ph_mean,light_mean,light_change,mean_speed_diag_s_mean,mean_speed_diag_s_std,mean_speed_diag_s_median,mean_speed_diag_s_q1,mean_speed_diag_s_q3,mean_speed_diag_s_iqr,path_efficiency_mean,path_efficiency_std,path_efficiency_median,path_efficiency_q1,path_efficiency_q3,path_efficiency_iqr,mean_abs_turn_rad_mean,mean_abs_turn_rad_std,mean_abs_turn_rad_median,mean_abs_turn_rad_q1,mean_abs_turn_rad_q3,mean_abs_turn_rad_iqr,mean_nnd_diag_mean,mean_nnd_diag_std,mean_nnd_diag_median,mean_nnd_diag_q1,mean_nnd_diag_q3,mean_nnd_diag_iqr,mean_group_rms_radius_diag_mean,mean_group_rms_radius_diag_std,mean_group_rms_radius_diag_median,mean_group_rms_radius_diag_q1,mean_group_rms_radius_diag_q3,mean_group_rms_radius_diag_iqr,mean_group_polarization_mean,mean_group_polarization_std,mean_group_polarization_median,mean_group_polarization_q1,mean_group_polarization_q3,mean_group_polarization_iqr
TOP_ENV_BEHAVIOR_001,descriptive_observational_comparison,TOP_VIDEO_1,1.mp4,20260812_130428_T2_1,T2,baseline,82,53,25.0,6.6,201.5,-3.0,0.02994141709873697,0.027736980280634815,0.0182733818133509,0.01097416750923795,0.0385641845273922,0.02759001701815425,0.5304192363078695,0.234529150106343,0.5100070236140763,0.3603480827153184,0.7276676209089161,0.36731953819359775,0.6584781115954615,0.2558236974853589,0.6871782582032244,0.47160733611953626,0.8663543735278912,0.394747037408355,0.19358107711304157,0.052601038342789036,0.1886857717396852,0.1484833497086893,0.2409937728421141,0.09251042313342481,0.08981363910462614,0.02790891344996023,0.0914439170577607,0.0785598495177876,0.1067505787783607,0.02819072926057309,0.5915539818441081,0.09618973927017048,0.5912412198393224,0.5385716524643646,0.65010772268097,0.11153607021660539
TOP_ENV_BEHAVIOR_001,descriptive_observational_comparison,TOP_VIDEO_2,2.mp4,20260812_131321_T2_4,T2,baseline,300,114,25.0,6.6,164.5,1.0,0.030751656601889815,0.023194784985052275,0.02510409097606065,0.013113079192587376,0.0396041424667235,0.026491063274136126,0.4982370388886104,0.2306792535274099,0.48320315554058224,0.3035130096272453,0.7076642607754279,0.40415125114818257,0.5452165742484434,0.2109602152364084,0.5026752454054572,0.395258364889337,0.6520018908371878,0.2567435259478508,0.22130192756326905,0.08482786495205129,0.20444832462408985,0.1561239578208806,0.27409903604894004,0.11797507822805944,0.16204290267011873,0.025987363378154493,0.1642654948090676,0.1449631401268596,0.18007703715679524,0.03511389702993564,0.5508356607639073,0.0753857276359896,0.5387121775766412,0.499908740791751,0.5869156875670122,0.08700694677526116
